Source,Accession,Length,N_Records_With_This_Sequence,Gene_Qualifier,Gene_Check,Best_Match,Best_Identity_Pct,Intended_Ref,Intended_Identity_Pct,Panel_Scores,Accepted,Reason,Description
Mpox_B5R,XBH40814.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),XBH40814.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XBH37476.1,317,1,,ABSENT,P0DTN2,94.32,P0DTN2,94.32,P0DTN2:94.3%; A0A7H0DNF1:25.6%,True,ACCEPTED,XBH37476.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XBH37124.1,317,7,,ABSENT,P0DTN2,99.37,P0DTN2,99.37,P0DTN2:99.4%; A0A7H0DNF1:25.6%,True,ACCEPTED,XBH37124.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,XBH25855.1,194,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"XBH25855.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WQY95532.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WQY95532.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WQY95395.1,296,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WQY95395.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WXH63479.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WXH63479.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WXH62771.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WXH62771.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WXH62415.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WXH62415.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WXH61358.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WXH61358.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WWQ34883.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WWQ34883.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WVX53583.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WVX53583.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WVP99666.1,12,2,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(12 not in 300-332),"WVP99666.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WVP99481.1,110,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WVP99481.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WVP99396.1,50,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WVP99396.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WVP99395.1,50,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WVP99395.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WVP99296.1,41,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(41 not in 300-332),"WVP99296.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WVM35731.1,41,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(41 not in 300-332),"WVM35731.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WVM35730.1,21,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(21 not in 300-332),"WVM35730.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WVM35583.1,58,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WVM35583.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WVM35386.1,13,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WVM35386.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WVM35038.1,39,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(39 not in 300-332),"WVM35038.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WVM34953.1,41,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(41 not in 300-332),"WVM34953.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WVM34839.1,20,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(20 not in 300-332),"WVM34839.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WVM34838.1,20,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(20 not in 300-332),"WVM34838.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WVM34714.1,30,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(30 not in 300-332),"WVM34714.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WVM34316.1,140,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WVM34316.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WVM34101.1,114,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WVM34101.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WVM33995.1,49,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(49 not in 300-332),"WVM33995.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WVM33988.1,49,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(49 not in 300-332),"WVM33988.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WVM33963.1,41,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(41 not in 300-332),"WVM33963.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WVM33928.1,3,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(3 not in 300-332),"WVM33928.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WVM33927.1,47,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(47 not in 300-332),"WVM33927.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WVM33666.1,120,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WVM33666.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WVH08702.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WVH08702.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WRO04986.3,256,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WRO04986.3 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WVH08463.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WVH08463.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WVH08393.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WVH08393.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WVH08311.1,310,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WVH08311.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WVH08177.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WVH08177.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WVH08072.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WVH08072.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WVH07986.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WVH07986.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WVH07675.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WVH07675.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WVH07590.1,317,3,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WVH07590.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WRO01446.2,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WRO01446.2 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WRO00384.2,287,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WRO00384.2 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WOW88655.1,254,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WOW88655.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WOW76563.1,3,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(3 not in 300-332),"WOW76563.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,UWT52808.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UWT52808.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WNV51784.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WNV51784.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WMY82704.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WMY82704.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WMY82542.1,313,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WMY82542.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WMP38269.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WMP38269.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WMM98922.1,317,1,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:25.6%,True,ACCEPTED,WMM98922.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WMB94153.1,317,1,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:24.9%,True,ACCEPTED,WMB94153.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WCC70692.1,317,5,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WCC70692.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WKF42659.1,317,6,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WKF42659.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WKF42310.1,54,8,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(54 not in 300-332),"WKF42310.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WKF41803.1,317,2,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WKF41803.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WKF41283.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WKF41283.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WKF40942.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WKF40942.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WKF40766.1,317,4,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WKF40766.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WKF40423.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WKF40423.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WKF39723.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WKF39723.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WKF34030.1,296,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(296 not in 300-332),"WKF34030.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WKF32084.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WKF32084.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WKF30520.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WKF30520.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WKF29302.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WKF29302.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WKF28069.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WKF28069.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WKF27894.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WKF27894.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WKW67627.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WKW67627.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WKW66598.1,207,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WKW66598.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WKW65623.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WKW65623.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WKW65285.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WKW65285.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WIV42336.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WIV42336.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WFD73614.1,317,1,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:25.6%,True,ACCEPTED,WFD73614.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WDR55518.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WDR55518.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WDR55168.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WDR55168.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WDR51134.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WDR51134.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WDR58878.1,317,2,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:25.2%,True,ACCEPTED,WDR58878.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WDR57831.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WDR57831.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WDR56405.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WDR56405.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WCS73289.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WCS73289.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WCC72112.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WCC72112.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WCC71757.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WCC71757.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WCC70868.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WCC70868.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WCC65703.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WCC65703.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WBE16288.1,313,4,,ABSENT,P0DTN2,100.0,P0DTN2,100.0,P0DTN2:100.0%; A0A7H0DNF1:24.9%,True,ACCEPTED,"WBE16288.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WBE15409.1,30,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(30 not in 300-332),"WBE15409.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WBA79092.1,91,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"WBA79092.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WBA27528.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WBA27528.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WBA27018.1,29,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(29 not in 300-332),"WBA27018.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,WBA25106.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WBA25106.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UXL78092.1,317,2,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:25.2%,True,ACCEPTED,UXL78092.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WAB35181.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),WAB35181.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,WAB35006.1,283,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(283 not in 300-332),"WAB35006.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,UZV25358.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UZV25358.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UZV24832.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UZV24832.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UZV22018.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UZV22018.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UZV18503.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UZV18503.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UZV11444.1,317,2,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:25.2%,True,ACCEPTED,UZV11444.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UZT87919.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UZT87919.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UZT62584.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UZT62584.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UZT59254.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UZT59254.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UZT59089.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UZT59089.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UZT58759.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UZT58759.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UZL87464.1,317,1,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:25.9%,True,ACCEPTED,UZL87464.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UYX46904.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UYX46904.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UYE99462.1,262,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(262 not in 300-332),"UYE99462.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,UYB84291.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UYB84291.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UXY97504.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UXY97504.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UXY95572.1,282,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(282 not in 300-332),"UXY95572.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,UXY95230.1,123,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(123 not in 300-332),"UXY95230.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,UXK58039.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UXK58039.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UXK57172.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UXK57172.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UXP56267.1,317,9,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:25.2%,True,ACCEPTED,UXP56267.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UXP41439.1,317,1,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:26.2%,True,ACCEPTED,UXP41439.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UXL95780.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UXL95780.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UXL95603.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UXL95603.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UXL67103.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UXL67103.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UXL64782.1,317,1,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:25.2%,True,ACCEPTED,UXL64782.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UXL62104.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(B),UXL62104.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UWO61988.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UWO61988.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UWV16116.1,232,1,,ABSENT,,,,,,False,LENGTH_OUT_OF_BAND(232 not in 300-332),"UWV16116.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,UWO44946.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UWO44946.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UWO33148.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UWO33148.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UWK07436.1,316,2,,ABSENT,P0DTN2,100.0,P0DTN2,100.0,P0DTN2:100.0%; A0A7H0DNF1:25.9%,True,ACCEPTED,UWK07436.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UWJ11851.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UWJ11851.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UVF76074.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UVF76074.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UVF74465.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UVF74465.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UVF73928.1,302,1,,ABSENT,P0DTN2,100.0,P0DTN2,100.0,P0DTN2:100.0%; A0A7H0DNF1:25.5%,True,ACCEPTED,"UVF73928.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,UVE15252.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UVE15252.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UVE13823.1,316,2,,ABSENT,P0DTN2,100.0,P0DTN2,100.0,P0DTN2:100.0%; A0A7H0DNF1:25.3%,True,ACCEPTED,"UVE13823.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,UUV60572.1,316,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),"UUV60572.1 EEV type-I membrane glycoprotein, partial [Monkeypox virus]"
Mpox_B5R,UUV55739.1,317,1,,ABSENT,P0DTN2,99.68,P0DTN2,99.68,P0DTN2:99.7%; A0A7H0DNF1:25.6%,True,ACCEPTED,UUV55739.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UUV53233.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UUV53233.1 EEV type-I membrane glycoprotein [Monkeypox virus]
Mpox_B5R,UUV50191.1,317,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),UUV50191.1 EEV type-I membrane glycoprotein [Monkeypox virus]
HIV_Env,YFN08112.1,860,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),YFN08112.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,YFN07601.1,847,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(X),YFN07601.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,YAA49963.1,859,1,,ABSENT,P04578,71.14,P04578,71.14,P04578:71.1%,True,ACCEPTED,YAA49963.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,XPO03727.1,860,1,,ABSENT,P04578,72.43,P04578,72.43,P04578:72.4%,True,ACCEPTED,XPO03727.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,XKC16435.1,856,1,,ABSENT,P04578,71.03,P04578,71.03,P04578:71.0%,True,ACCEPTED,XKC16435.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,WMD30114.1,877,1,,ABSENT,P04578,71.14,P04578,71.14,P04578:71.1%,True,ACCEPTED,WMD30114.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,WDE33582.1,859,1,,ABSENT,,,,,,False,NONSTANDARD_RESIDUES(BJX),WDE33582.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,WMD30135.1,848,1,,ABSENT,P04578,72.52,P04578,72.52,P04578:72.5%,True,ACCEPTED,WMD30135.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,WDY92947.1,862,1,,ABSENT,P04578,72.9,P04578,72.9,P04578:72.9%,True,ACCEPTED,WDY92947.1 envelope glycoprotein [Human immunodeficiency virus 1]
HIV_Env,WDY92899.1,874,1,,ABSENT,P04578,72.55,P04578,72.55,P04578:72.5%,True,ACCEPTED,WDY92899.1 envelope glycoprotein [Human immunodeficiency virus 1]
